label,text,text_clean
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""","happy or sad , one thing about past is- \its no more\"" good morning :-):-)."""
ham,U calling me right? Call my hand phone...,u calling me right? call my hand phone...
ham,Lol ok your forgiven :),lol ok your forgiven :)
ham,What is important is that you prevent dehydration by giving her enough fluids,what is important is that you prevent dehydration by giving her enough fluids
ham,I'm vivek:)i got call from your number.,i'm vivek:)i got call from your number.
ham,K I'll call you when I'm close,k i'll call you when i'm close
ham,K.k:)advance happy pongal.,k.k:)advance happy pongal.
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx 4 2day! u r a goodmate i think ur rite sary! asusual!1 u cheered me up! love u franyxxxxx
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,cds 4u: congratulations ur awarded å£500 of cd gift vouchers or å£125 gift guaranteed & freeentry 2 å£100 wkly draw xt music to 87066 tncs <URL>
ham,Does daddy have a bb now.,does daddy have a bb now.
ham,\SHIT BABE.. THASA BIT MESSED UP.YEH,\shit babe.. thasa bit messed up.yeh
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,mm not entirely sure i understood that text but hey. ho. which weekend?
ham,make that 3! 4 fucks sake?! x,make that 3! 4 fucks sake?! x
ham,Jason says it's cool if we pick some up from his place in like an hour,jason says it's cool if we pick some up from his place in like an hour
ham,Why de. You looking good only:-)..,why de. you looking good only:-)..
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,i'm gonna say no. sorry. i would but as normal am starting to panic about time. sorry again! are you seeing on tuesday?
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,nutter. cutter. ctter. cttergg. cttargg. ctargg. ctagg. ie you
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,collect your valentine's weekend to paris inc flight & hotel + å£200 prize guaranteed! text: paris to no: 69101. <URL>
ham,"Omw back to tampa from west palm, you hear what happened?","omw back to tampa from west palm, you hear what happened?"
ham,K and you're sure I don't have to have consent forms to do it :V,k and you're sure i don't have to have consent forms to do it :v
ham,No message..no responce..what happend?,no message..no responce..what happend?
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail: dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call <PHONE> from landline. tcs sae box326 cw25wx 150ppm
ham,And you! Will expect you whenever you text! Hope all goes well tomo ,and you! will expect you whenever you text! hope all goes well tomo
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates <URL> pobox 36504 w45wq norm150p/tone 16+
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,i actually did for the first time in a while. i went to bed not too long after i spoke with you. woke up at 7. how was your night?
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,lol! u drunkard! just doing my hair at d moment. yeah still up 4 tonight. wats the plan?
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,i will send them to your email. do you mind &lt;#&gt; times per night?
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,i want kfc its tuesday. only buy 2 meals only 2. no gravy. only 2 mark. 2!
ham,No just send to you. Bec you in temple na.,no just send to you. bec you in temple na.
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p","gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles: crazyin, sleepingwith, finest, ymca :getzed.co.uk pobox365o4w45wq 300p"
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,theyre doing it to lots of places. only hospitals and medical places are safe.
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,warner village 83118 c colin farrell in swat this wkend @warner village & get 1 free med. popcorn!just show msg+ticket@kiosk.valid 4-7/12. c t&c @kiosk. reply sony 4 mre film offers
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,free camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. call <PHONE> or call2optout/j mf
ham,\ER,\er
ham,So lets make it saturday or monday as per convenience.,so lets make it saturday or monday as per convenience.
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,die... i accidentally deleted e msg i suppose 2 put in e sim archive. haiz... i so sad...
ham,"Hi Chikku, send some nice msgs","hi chikku, send some nice msgs"
ham,Huh y lei...,huh y lei...
ham,Speaking of does he have any cash yet?,speaking of does he have any cash yet?
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo","sure, if i get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
ham,Hi where you. You in home or calicut?,hi where you. you in home or calicut?
ham,Aiyah u did ok already lar. E nydc at wheellock?,aiyah u did ok already lar. e nydc at wheellock?
ham,"Easy mate, * guess the quick drink was bit ambitious.","easy mate, * guess the quick drink was bit ambitious."
ham,I borrow ur bag ok.,i borrow ur bag ok.
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,hey mr and i are going to the sea view and having a couple of gays i mean games! give me a bell when ya finish
ham,Carlos says we can pick up from him later so yeah we're set,carlos says we can pick up from him later so yeah we're set
ham,Ho ho - big belly laugh! See ya tomo,ho ho - big belly laugh! see ya tomo
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,u really pig leh sleep so much. my dad wake me up at 10 smth 2 eat lunch today.
ham,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,yeah do! donû÷t stand to close tho- youû÷ll catch something!
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,you give us back my id proof and &lt;#&gt; rs. we wont allow you to work. we will come to your home within days
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna","nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? it is very champlaxigating, i think it is atrocious.. wotz ur opinion???? junna"
ham,Thats cool princess! I will cover your face in hot sticky cum :),thats cool princess! i will cover your face in hot sticky cum :)
ham,Its normally hot mail. Com you see!,its normally hot mail. com you see!
ham,Whom you waited for yesterday,whom you waited for yesterday
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,dont know supports ass and srt i thnk. i think ps3 can play through usb too
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry i've not gone to that place. i.ll do so tomorrow. really sorry.
ham,WHO ARE YOU SEEING?,who are you seeing?
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...","after my work ah... den 6 plus lor... u workin oso rite... den go orchard lor, no other place to go liao..."
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+
ham,Will do. Have a good day,will do. have a good day
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,reason is if the team budget is available at last they buy the unsold players for at base rate..
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon","time n smile r the two crucial things in our life. sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,i dont know what to do to come out of this so only am ask questions like this dont mistake me.
ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ","that's the trouble with classes that go well - you're due a dodgey one û_ expecting mine tomo! see you for recovery, same time, same place"
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,your weekly cool-mob tones are ready to download !this weeks new tones include: 1) crazy frog-axel f>>> 2) akon-lonely>>> 3) black eyed-dont p >>>more info in n
